index,x-value,pointwise error (4 s.f.),MAE (yes/no)
758,1.5707707803,3.904e+04,no
759,1.570771073,3.95e+04,no
760,1.5707713624,3.996e+04,no
761,1.5707716484,4.042e+04,no
762,1.5707719312,4.089e+04,no
763,1.5707722108,4.137e+04,no
764,1.5707724871,4.185e+04,no
765,1.5707727602,4.233e+04,no
766,1.5707730303,4.282e+04,no
767,1.5707732972,4.332e+04,no
768,1.5707735611,4.383e+04,no
769,1.5707738219,4.433e+04,no
770,1.5707740798,4.485e+04,no
771,1.5707743347,4.537e+04,no
772,1.5707745867,4.59e+04,no
773,1.5707748358,4.643e+04,no
774,1.5707750821,4.697e+04,no
775,1.5707753255,4.752e+04,no
776,1.5707755661,4.807e+04,no
777,1.570775804,4.863e+04,no
778,1.5707760392,4.919e+04,no
779,1.5707762716,4.976e+04,no
780,1.5707765014,5.034e+04,no
781,1.5707767286,5.092e+04,no
782,1.5707769532,5.152e+04,no
783,1.5707771752,5.211e+04,no
784,1.5707773946,5.272e+04,no
785,1.5707776115,5.333e+04,no
786,1.570777826,5.395e+04,no
787,1.570778038,5.458e+04,no
788,1.5707782475,5.521e+04,no
789,1.5707784547,5.585e+04,no
790,1.5707786595,5.65e+04,no
